,,,,,Baseball,Baseball,W. Golf,W. Golf,M. Golf,M. Golf,W. Lax,W. Lax,M. Lax,M. Lax,W. Row,W. Row,Softball,Softball,W. Ten.,W. Ten.,M. Ten.,M. Ten.,W. T&F,W. T&F,M. T&F,M. T&F,M. VB,M. VB,W. WP,W. WP,Beach VB,Beach VB,Beach VB,Beach VB,Beach VB
268.0,Holy Cross,Patriot,FCS,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,25.0,0.0
268.0,Maine,America East,FCS,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,49,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,25.0
268.0,Marist,MAAC,FCS,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,49,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,25.0
268.0,Northern Colorado,Big Sky,FCS,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,0.0
268.0,Oral Roberts,Southland,DI,25.0,49,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,25.0
268.0,Radford,Big South,DI,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,0.0
268.0,South Carolina Upstate,Atlantic Sun,DI,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,25.0
268.0,Tennessee Tech,OVC,FCS,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,25.0
268.0,Texas Arlington,Sun Belt,DI,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,25.0
268.0,UTRGV,WAC,DI,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,25.0
268.0,Western Carolina,SoCon,FCS,25.0,33,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,25.0
290.0,Wisconsin Milwaukee,Horizon League,DI,24.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,24.0,0.0
291.0,Morgan State,MEAC,FCS,22.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,22.0,0.0
291.0,South Dakota,Summit,FCS,22.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,22.0,0.0
293.0,Gardner-Webb,Big South,FCS,20.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,20.5,0.0
294.0,La Salle,Atlantic 10,DI,5.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,5.5,0,0,0,0.0,0,0.0,0.0,0.0,5.5
295.0,Northwestern State,Southland,FCS,5.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,0,0,0,0.0,0,0.0,0.0,0.0,5.0
295.0,Southern,SWAC,FCS,5.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,5.0,0.0
295.0,Tennessee Martin,OVC,FCS,5.0,0,0,0,0.0,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,5.0
295.0,UMKC,WAC,DI,5.0,0,0,0,0.0,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,5.0
